time,frequency_hz,confidence,voiced,model,low_hz,high_hz,backend_min_hz
2.11,220.07200622558594,1.0,True,fcpe,50.0,2000.0,80.0
2.12,220.20013427734375,1.0,True,fcpe,50.0,2000.0,80.0
2.13,220.3610382080078,1.0,True,fcpe,50.0,2000.0,80.0
2.14,220.6295928955078,1.0,True,fcpe,50.0,2000.0,80.0
2.15,220.73104858398438,1.0,True,fcpe,50.0,2000.0,80.0
2.16,221.13894653320312,1.0,True,fcpe,50.0,2000.0,80.0
2.17,221.68804931640625,1.0,True,fcpe,50.0,2000.0,80.0
2.18,222.0064697265625,1.0,True,fcpe,50.0,2000.0,80.0
2.19,222.1158447265625,1.0,True,fcpe,50.0,2000.0,80.0
2.2,221.8409423828125,1.0,True,fcpe,50.0,2000.0,80.0
2.21,0.0,1.0,True,fcpe,50.0,2000.0,80.0
2.22,295.74774169921875,1.0,True,fcpe,50.0,2000.0,80.0
2.23,198.05502319335938,1.0,True,fcpe,50.0,2000.0,80.0
2.24,196.259033203125,1.0,True,fcpe,50.0,2000.0,80.0
2.25,195.30747985839844,1.0,True,fcpe,50.0,2000.0,80.0
2.26,194.71090698242188,1.0,True,fcpe,50.0,2000.0,80.0
2.27,194.58969116210938,1.0,True,fcpe,50.0,2000.0,80.0
2.28,194.99078369140625,1.0,True,fcpe,50.0,2000.0,80.0
2.29,195.1437225341797,1.0,True,fcpe,50.0,2000.0,80.0
2.3,194.89234924316406,1.0,True,fcpe,50.0,2000.0,80.0
2.31,195.1114044189453,1.0,True,fcpe,50.0,2000.0,80.0
2.32,195.92086791992188,1.0,True,fcpe,50.0,2000.0,80.0
2.33,196.03013610839844,1.0,True,fcpe,50.0,2000.0,80.0
2.34,196.1373291015625,1.0,True,fcpe,50.0,2000.0,80.0
2.35,220.37210083007812,1.0,True,fcpe,50.0,2000.0,80.0
2.36,219.69467163085938,1.0,True,fcpe,50.0,2000.0,80.0
2.37,219.58731079101562,1.0,True,fcpe,50.0,2000.0,80.0
2.38,219.50299072265625,1.0,True,fcpe,50.0,2000.0,80.0
2.39,194.98268127441406,1.0,True,fcpe,50.0,2000.0,80.0
2.4,194.7139892578125,1.0,True,fcpe,50.0,2000.0,80.0
2.41,194.49607849121094,1.0,True,fcpe,50.0,2000.0,80.0
2.42,194.7962646484375,1.0,True,fcpe,50.0,2000.0,80.0
2.43,195.08755493164062,1.0,True,fcpe,50.0,2000.0,80.0
2.44,194.55702209472656,1.0,True,fcpe,50.0,2000.0,80.0
2.45,223.06304931640625,1.0,True,fcpe,50.0,2000.0,80.0
2.46,223.42276000976562,1.0,True,fcpe,50.0,2000.0,80.0
2.47,222.89627075195312,1.0,True,fcpe,50.0,2000.0,80.0
2.48,223.02980041503906,1.0,True,fcpe,50.0,2000.0,80.0
2.49,222.6641082763672,1.0,True,fcpe,50.0,2000.0,80.0
2.5,331.25299072265625,1.0,True,fcpe,50.0,2000.0,80.0
2.51,329.63031005859375,1.0,True,fcpe,50.0,2000.0,80.0
2.52,329.9330139160156,1.0,True,fcpe,50.0,2000.0,80.0
2.53,331.22088623046875,1.0,True,fcpe,50.0,2000.0,80.0
2.54,292.74798583984375,1.0,True,fcpe,50.0,2000.0,80.0
2.55,293.54034423828125,1.0,True,fcpe,50.0,2000.0,80.0
2.56,293.220458984375,1.0,True,fcpe,50.0,2000.0,80.0
2.57,292.6993103027344,1.0,True,fcpe,50.0,2000.0,80.0
2.58,291.9720153808594,1.0,True,fcpe,50.0,2000.0,80.0
2.59,290.3766784667969,1.0,True,fcpe,50.0,2000.0,80.0
2.6,289.1875915527344,1.0,True,fcpe,50.0,2000.0,80.0
2.61,291.0142822265625,1.0,True,fcpe,50.0,2000.0,80.0
2.62,293.0035095214844,1.0,True,fcpe,50.0,2000.0,80.0
2.63,293.749755859375,1.0,True,fcpe,50.0,2000.0,80.0
2.64,293.9574279785156,1.0,True,fcpe,50.0,2000.0,80.0
2.65,293.3670959472656,1.0,True,fcpe,50.0,2000.0,80.0
2.66,292.1273498535156,1.0,True,fcpe,50.0,2000.0,80.0
2.67,290.9627380371094,1.0,True,fcpe,50.0,2000.0,80.0
2.68,290.2093505859375,1.0,True,fcpe,50.0,2000.0,80.0
2.69,290.25146484375,1.0,True,fcpe,50.0,2000.0,80.0
2.7,290.966552734375,1.0,True,fcpe,50.0,2000.0,80.0
2.71,292.37530517578125,1.0,True,fcpe,50.0,2000.0,80.0
2.72,293.1446533203125,1.0,True,fcpe,50.0,2000.0,80.0
2.73,293.44781494140625,1.0,True,fcpe,50.0,2000.0,80.0
2.74,293.62677001953125,1.0,True,fcpe,50.0,2000.0,80.0
2.75,293.7021179199219,1.0,True,fcpe,50.0,2000.0,80.0
2.76,293.0317077636719,1.0,True,fcpe,50.0,2000.0,80.0
2.77,292.45513916015625,1.0,True,fcpe,50.0,2000.0,80.0
2.78,291.91015625,1.0,True,fcpe,50.0,2000.0,80.0
2.79,291.3363037109375,1.0,True,fcpe,50.0,2000.0,80.0
2.8,292.0978088378906,1.0,True,fcpe,50.0,2000.0,80.0
2.81,292.5445556640625,1.0,True,fcpe,50.0,2000.0,80.0
2.82,291.96844482421875,1.0,True,fcpe,50.0,2000.0,80.0
2.83,290.8196716308594,1.0,True,fcpe,50.0,2000.0,80.0
2.84,289.6575622558594,1.0,True,fcpe,50.0,2000.0,80.0
2.85,289.805419921875,1.0,True,fcpe,50.0,2000.0,80.0
2.86,291.5674743652344,1.0,True,fcpe,50.0,2000.0,80.0
2.87,292.4658508300781,1.0,True,fcpe,50.0,2000.0,80.0
2.88,293.0605773925781,1.0,True,fcpe,50.0,2000.0,80.0
2.89,293.41131591796875,1.0,True,fcpe,50.0,2000.0,80.0
2.9,292.88861083984375,1.0,True,fcpe,50.0,2000.0,80.0
2.91,292.38885498046875,1.0,True,fcpe,50.0,2000.0,80.0
2.92,292.08941650390625,1.0,True,fcpe,50.0,2000.0,80.0
2.93,292.04827880859375,1.0,True,fcpe,50.0,2000.0,80.0
2.94,291.48309326171875,1.0,True,fcpe,50.0,2000.0,80.0
2.95,291.2263488769531,1.0,True,fcpe,50.0,2000.0,80.0
2.96,291.5191955566406,1.0,True,fcpe,50.0,2000.0,80.0
2.97,291.7847900390625,1.0,True,fcpe,50.0,2000.0,80.0
2.98,292.0538635253906,1.0,True,fcpe,50.0,2000.0,80.0
2.99,292.7466125488281,1.0,True,fcpe,50.0,2000.0,80.0
3.0,293.4737854003906,1.0,True,fcpe,50.0,2000.0,80.0
3.01,293.3346252441406,1.0,True,fcpe,50.0,2000.0,80.0
3.02,293.63726806640625,1.0,True,fcpe,50.0,2000.0,80.0
3.03,294.80462646484375,1.0,True,fcpe,50.0,2000.0,80.0
3.04,296.4453430175781,1.0,True,fcpe,50.0,2000.0,80.0
3.05,296.4667053222656,1.0,True,fcpe,50.0,2000.0,80.0
3.06,196.41452026367188,1.0,True,fcpe,50.0,2000.0,80.0
3.07,196.1143798828125,1.0,True,fcpe,50.0,2000.0,80.0
3.08,195.4447784423828,1.0,True,fcpe,50.0,2000.0,80.0
3.09,195.55902099609375,1.0,True,fcpe,50.0,2000.0,80.0
3.1,196.13973999023438,1.0,True,fcpe,50.0,2000.0,80.0
3.11,196.10406494140625,1.0,True,fcpe,50.0,2000.0,80.0
3.12,196.40426635742188,1.0,True,fcpe,50.0,2000.0,80.0
3.13,196.69857788085938,1.0,True,fcpe,50.0,2000.0,80.0
3.14,178.441650390625,1.0,True,fcpe,50.0,2000.0,80.0
3.15,177.94451904296875,1.0,True,fcpe,50.0,2000.0,80.0
3.16,177.70584106445312,1.0,True,fcpe,50.0,2000.0,80.0
3.17,177.960693359375,1.0,True,fcpe,50.0,2000.0,80.0
3.18,178.35263061523438,1.0,True,fcpe,50.0,2000.0,80.0
3.19,179.30120849609375,1.0,True,fcpe,50.0,2000.0,80.0
3.2,179.8829345703125,1.0,True,fcpe,50.0,2000.0,80.0
3.21,180.87281799316406,1.0,True,fcpe,50.0,2000.0,80.0
3.22,183.2630157470703,1.0,True,fcpe,50.0,2000.0,80.0
3.23,193.72003173828125,1.0,True,fcpe,50.0,2000.0,80.0
3.24,196.068115234375,1.0,True,fcpe,50.0,2000.0,80.0
3.25,196.61944580078125,1.0,True,fcpe,50.0,2000.0,80.0
3.26,197.0842742919922,1.0,True,fcpe,50.0,2000.0,80.0
3.27,196.91954040527344,1.0,True,fcpe,50.0,2000.0,80.0
3.28,195.87435913085938,1.0,True,fcpe,50.0,2000.0,80.0
3.29,195.29400634765625,1.0,True,fcpe,50.0,2000.0,80.0
3.3,195.50564575195312,1.0,True,fcpe,50.0,2000.0,80.0
3.31,195.64332580566406,1.0,True,fcpe,50.0,2000.0,80.0
3.32,195.91873168945312,1.0,True,fcpe,50.0,2000.0,80.0
3.33,196.16183471679688,1.0,True,fcpe,50.0,2000.0,80.0
3.34,196.22662353515625,1.0,True,fcpe,50.0,2000.0,80.0
3.35,196.2462615966797,1.0,True,fcpe,50.0,2000.0,80.0
3.36,197.0109405517578,1.0,True,fcpe,50.0,2000.0,80.0
3.37,196.78927612304688,1.0,True,fcpe,50.0,2000.0,80.0
3.38,196.73068237304688,1.0,True,fcpe,50.0,2000.0,80.0
3.39,218.89968872070312,1.0,True,fcpe,50.0,2000.0,80.0
3.4,219.083984375,1.0,True,fcpe,50.0,2000.0,80.0
3.41,218.60528564453125,1.0,True,fcpe,50.0,2000.0,80.0
3.42,218.24134826660156,1.0,True,fcpe,50.0,2000.0,80.0
3.43,218.17501831054688,1.0,True,fcpe,50.0,2000.0,80.0
3.44,218.30274963378906,1.0,True,fcpe,50.0,2000.0,80.0
3.45,218.7135467529297,1.0,True,fcpe,50.0,2000.0,80.0
3.46,219.65806579589844,1.0,True,fcpe,50.0,2000.0,80.0
3.47,220.34442138671875,1.0,True,fcpe,50.0,2000.0,80.0
3.48,220.80079650878906,1.0,True,fcpe,50.0,2000.0,80.0
3.49,221.2281494140625,1.0,True,fcpe,50.0,2000.0,80.0
3.5,221.8861083984375,1.0,True,fcpe,50.0,2000.0,80.0
3.51,222.1092987060547,1.0,True,fcpe,50.0,2000.0,80.0
3.52,221.5472412109375,1.0,True,fcpe,50.0,2000.0,80.0
3.53,220.7699432373047,1.0,True,fcpe,50.0,2000.0,80.0
3.54,219.87686157226562,1.0,True,fcpe,50.0,2000.0,80.0
3.55,219.362060546875,1.0,True,fcpe,50.0,2000.0,80.0
3.56,218.798583984375,1.0,True,fcpe,50.0,2000.0,80.0
3.57,197.35008239746094,1.0,True,fcpe,50.0,2000.0,80.0
3.58,196.56683349609375,1.0,True,fcpe,50.0,2000.0,80.0
3.59,196.22097778320312,1.0,True,fcpe,50.0,2000.0,80.0
3.6,196.16217041015625,1.0,True,fcpe,50.0,2000.0,80.0
3.61,196.00634765625,1.0,True,fcpe,50.0,2000.0,80.0
3.62,292.9027404785156,1.0,True,fcpe,50.0,2000.0,80.0
3.63,293.0321044921875,1.0,True,fcpe,50.0,2000.0,80.0
3.64,292.5091857910156,1.0,True,fcpe,50.0,2000.0,80.0
3.65,292.4442138671875,1.0,True,fcpe,50.0,2000.0,80.0
3.66,292.4057312011719,1.0,True,fcpe,50.0,2000.0,80.0
3.67,292.6582946777344,1.0,True,fcpe,50.0,2000.0,80.0
3.68,292.82568359375,1.0,True,fcpe,50.0,2000.0,80.0
3.69,293.322021484375,1.0,True,fcpe,50.0,2000.0,80.0
3.7,293.4163818359375,1.0,True,fcpe,50.0,2000.0,80.0
3.71,292.82647705078125,1.0,True,fcpe,50.0,2000.0,80.0
3.72,292.4396667480469,1.0,True,fcpe,50.0,2000.0,80.0
3.73,292.92498779296875,1.0,True,fcpe,50.0,2000.0,80.0
3.74,293.18157958984375,1.0,True,fcpe,50.0,2000.0,80.0
3.75,292.9739074707031,1.0,True,fcpe,50.0,2000.0,80.0
3.76,292.8987731933594,1.0,True,fcpe,50.0,2000.0,80.0
3.77,292.7072448730469,1.0,True,fcpe,50.0,2000.0,80.0
3.78,292.6377868652344,1.0,True,fcpe,50.0,2000.0,80.0
3.79,292.0608215332031,1.0,True,fcpe,50.0,2000.0,80.0
3.8,291.91644287109375,1.0,True,fcpe,50.0,2000.0,80.0
3.81,291.05517578125,1.0,True,fcpe,50.0,2000.0,80.0
3.82,290.94561767578125,1.0,True,fcpe,50.0,2000.0,80.0
3.83,291.41998291015625,1.0,True,fcpe,50.0,2000.0,80.0
3.84,292.45001220703125,1.0,True,fcpe,50.0,2000.0,80.0
3.85,293.45477294921875,1.0,True,fcpe,50.0,2000.0,80.0
3.86,294.22064208984375,1.0,True,fcpe,50.0,2000.0,80.0
3.87,293.68841552734375,1.0,True,fcpe,50.0,2000.0,80.0
3.88,292.1954040527344,1.0,True,fcpe,50.0,2000.0,80.0
3.89,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.9,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.91,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.92,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.93,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.94,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.95,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.96,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.97,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.98,0.0,1.0,True,fcpe,50.0,2000.0,80.0
3.99,0.0,1.0,True,fcpe,50.0,2000.0,80.0
4.0,0.0,1.0,True,fcpe,50.0,2000.0,80.0
